Scrape_date,Author,Book,Highlighted_by,Passage
2013-01-29T01:48:45.980962, by Gerard S. Doyle,When There Is No Doctor: Preventive and Emergency Healthcare in Uncertain Times (Process Self-Reliance),Highlighted by 3 Kindle users,"You can download the classic books Where There is No Doctor and Where There is No Dentist, for example, among other useful volumes, at the Hesperian Foundation website just by registering your email."
2013-01-29T01:48:45.980962," by Carolyn Suneja, Aneesh Suneja","Lean Doctors: A Bold and Practical Guide to Using Lean Principles to Transform Healthcare Systems, One Doctor at a Time",Highlighted by 3 Kindle users,"Essentially, the team leader is responsible for three clinic-based functions: clinic preparation, clinic monitoring, and clinic measurement."
2013-01-29T01:48:45.980962, by CPHQ Exam Secrets Test Prep Team,CPHQ Exam Practice Questions (First Set): CPHQ Practice Test & Exam Review for the Certified Professional in Healthcare Quality Exam,Highlighted by 3 Kindle users,"C.  Statement of Purpose, Goals, Program Scope, Policies, Data Sources and Evaluation"
2013-01-29T01:48:45.980962, by CPHQ Exam Secrets Test Prep Team,CPHQ Exam Practice Questions (First Set): CPHQ Practice Test & Exam Review for the Certified Professional in Healthcare Quality Exam,Highlighted by 4 Kindle users,16.   Which one of the following is/are not a national or international excellence/quality model(s)?
2013-01-29T01:48:45.980962," by Carolyn Suneja, Aneesh Suneja","Lean Doctors: A Bold and Practical Guide to Using Lean Principles to Transform Healthcare Systems, One Doctor at a Time",Highlighted by 3 Kindle users,FTQ measures of less than 100 percent are evidence of the seven wastes in the process and provide a strong starting place for problem solving and change.
2013-01-29T01:48:45.980962, by CPHQ Exam Secrets Test Prep Team,CPHQ Exam Practice Questions (First Set): CPHQ Practice Test & Exam Review for the Certified Professional in Healthcare Quality Exam,Highlighted by 3 Kindle users,"50.C.  Control Chart:  Similar to the Run Chart, but includes a mean line"
2013-01-29T01:48:45.980962," by Nancy Sharby, Ann Noonan Meredith E. Drench","Psychosocial Aspects of Healthcare, 3/e (Drench, Psychosocial Aspects of Healthcare)",Highlighted by 3 Kindle users,High-context communication is found in cultures that are rich in tradition and often highly structured.
2013-01-29T01:48:45.980962, by Harvard Business Review,Harvard Business Review on Fixing Healthcare from Inside & Out,Highlighted by 3 Kindle users,Enabling less expensive people to do things that were previously unimaginable has been one of the fundamental engines of economic progress—and the established health care institutions have fought that engine tooth and nail.
2013-01-29T01:48:45.980962," by Carolyn Suneja, Aneesh Suneja","Lean Doctors: A Bold and Practical Guide to Using Lean Principles to Transform Healthcare Systems, One Doctor at a Time",Highlighted by 3 Kindle users,"processes that allow the doctor to move from one patient to the next in an efficient manner, with the correct information in hand and clear direction."
2013-01-29T01:48:45.980962, by CPHQ Exam Secrets Test Prep Team,CPHQ Exam Practice Questions (First Set): CPHQ Practice Test & Exam Review for the Certified Professional in Healthcare Quality Exam,Highlighted by 3 Kindle users,"D.  Beginning with accreditation, then licensure, contracts, departments and care units"
2013-01-29T01:48:45.980962, by Peter Rost,The Whistleblower: Confessions of a Healthcare Hitman,Highlighted by 3 Kindle users,This money was well spent. It stopped legalized import of cheaper drugs and bought the U.S. a new Medicare drug program. This $720 billion law includes $139 billion in profits to drug manufactures and $46 billion in subsidies to HMOs and private insurance plans.28
2013-01-29T01:48:45.980962, by Shelley C Safian,Essentials of Healthcare Compliance,Highlighted by 3 Kindle users,"having expectations is not enough. A formal compliance program is a written document designed to clearly express what laws affect the facility, what behaviors are expected as a result of the law's directives, the company policies and procedures related to these legal behaviors, and the consequences that can be expected from not"
2013-01-29T01:48:45.980962, by Jody Hoffer Gittell,"High Performance Healthcare : Using the Power of Relationships to Achieve Quality, Efficiency and Resilience",Highlighted by 3 Kindle users,"Relational coordination is particularly important for achieving performance in any setting with high information-processing demands driven by characteristics such as task interdependence, uncertainty, and time constraints.64"
2013-01-29T01:48:45.980962, by Les Funtleyder,"Healthcare Investing : Profiting from the New World of Pharma, Biotech, and Health Care Services (McGraw-Hill Finance & Investing)",Highlighted by 3 Kindle users,"Health care remains one of the few areas where the possibility of a revolutionary change exists, and with it the potential for dramatic profit."
2013-01-29T01:48:45.980962," by John Toussaint, Roger Gerard",On the Mend: Revolutionizing Healthcare to Save Lives and Transform the Industry,Highlighted by 119 Kindle users,Recognize waste in all its manifestations and eliminate it; create one-piece flow to speed the product from start to finish and improve continuously; make sure every action and intention is focused on the needs of the customer.
2013-01-29T01:48:45.980962, by American Society for Healthcare Risk Management (ASHRM),Risk Management Handbook for Health Care Organizations (Jossey-Bass Public Health),Highlighted by 5 Kindle users,written policies and procedures that ensures program uniformity and consistency and assists in communication of the program to affected parties.
2013-01-29T01:48:45.980962," by John Toussaint, Roger Gerard",On the Mend: Revolutionizing Healthcare to Save Lives and Transform the Industry,Highlighted by 109 Kindle users,Lean thinkers in every industry put in this extra time at the beginning of a process and find that it pays big dividends down the line in terms of time savings and fewer errors. This is often referred to as building quality at the source.
2013-01-29T01:48:45.980962, by Regina Herzlinger,Who Killed HealthCare? : America's $2 Trillion Medical Problem - and the Consumer-Driven Cure,Highlighted by 24 Kindle users,"The third piece of legislation is not as simple, but it is nevertheless essential: the providers must be paid more for treating those who are sick than for treating those who are well or relatively healthier."
2013-01-29T01:48:45.980962," by Robert C. Lloyd, Raymond G. Carey",Measuring Quality Improvement in Healthcare: A Guide to Statistical Process Control Applications,Highlighted by 4 Kindle users,Understand the variation that exists in a process Monitor the process over time See the effect of a change in the process Provide a common reference point Provide a more accurate basis for prediction
2013-01-29T01:48:45.980962," by Nancy Leigh Harless, Kerry-Ann Morris",To the Rescue: Stories from Healthcare Workers at the Scenes of Disasters,Highlighted by 4 Kindle users,"As the famous football coach Vince Lombardi once said: “People who work together will win, whether it be against complex football defenses, or the problems of modern society.”"
2013-01-29T01:48:45.980962," by Marion J. Ball, Charlotte Weaver, Joan Kiel","Healthcare Information Management Systems: Cases, Strategies, and Solutions (Health Informatics)",Highlighted by 4 Kindle users,"errors occur in nearly one of five doses given in the typical hospital, and that 7 percent of these errors have the potential to harm the person they are intending to aid?"
2013-01-29T01:48:45.980962," by Nancy Sharby, Ann Noonan Meredith E. Drench","Psychosocial Aspects of Healthcare, 3/e (Drench, Psychosocial Aspects of Healthcare)",Highlighted by 3 Kindle users,Those who believe they can influence what will happen to them are described as having an internal locus of control.
2013-01-29T01:48:45.980962," by Brett E. Trusko, Jim Harrington, Carolyn Pexton, Praveen K. Gupta",Improving Healthcare Quality and Cost with Six Sigma Reader,Highlighted by 5 Kindle users,the number of people who perished in the attacks on the World Trade Center is equal to the number that perish every three days due to medical mistakes).
2013-01-29T01:48:45.980962," by Nancy Sharby, Ann Noonan Meredith E. Drench","Psychosocial Aspects of Healthcare, 3/e (Drench, Psychosocial Aspects of Healthcare)",Highlighted by 3 Kindle users,Studies confirm that practitioners who adopt a friendly and reassuring manner are more effective than those who do not.
2013-01-29T01:48:45.980962, by Steven D. Knope M.D.,Concierge Medicine: A New System to Get the Best Healthcare,Highlighted by 4 Kindle users,The major benefit of concierge medicine can be summed up in a single and powerful word: Time. Time is the currency of excellence. A lack of time requires shortcuts. It breeds mediocrity. There is no substitute for time if medical excellence is the goal.
2013-01-29T01:48:45.980962, by Ezekiel J. Emanuel,"Healthcare, Guaranteed: A Simple, Secure Solution for America",Highlighted by 6 Kindle users,"Because funding for the proposed plan derives from a dedicated   tax, the public's desire to increase benefits must be  matched by its willingness and ability to pay with higher taxes.  The experience of other countries shows that this is the only  dependable way of controlling costs."
2013-01-29T01:48:45.980962, by Jody Hoffer Gittell,"High Performance Healthcare : Using the Power of Relationships to Achieve Quality, Efficiency and Resilience",Highlighted by 3 Kindle users,Physicians’ relational coordination with the rest of the care provider team tends to be systematically weaker than it is for any other care provider discipline despite the fact that physicians play a central role in delivering patient care.
2013-01-29T01:48:45.980962, by Norah Vincent,Voluntary Madness: Lost and Found in the Mental Healthcare System,Highlighted by 8 Kindle users,"Life is lived on ignorance, on not thinking about all the possibilities, about ignoring the most basic fact, that you are mortal and that it is unreasonable to expect a sentient, self-conscious creature to live with the idea that she is going to die."
2013-01-29T01:48:45.980962, by Les Funtleyder,"Healthcare Investing : Profiting from the New World of Pharma, Biotech, and Health Care Services (McGraw-Hill Finance & Investing)",Highlighted by 4 Kindle users,"Over the last 10 years, health care has accounted for between 8 and 15 percent of the S&P"
2013-01-29T01:48:45.980962, by Cindy Jimmerson,A3 Problem Solving for Healthcare: A Practical Method for Eliminating Waste,Highlighted by 3 Kindle users,"That means that the coach should take the next problem that comes to his/ her desk and tackle it this way: If it requires sharing the problem at a meeting, getting input from peers, or observing to better understand the current condition, the steps of the A3"
2013-01-29T01:48:45.980962," by Sanjaya Kumar MD MSc MPH, David Nash MD MBA",Demand Better! Revive Our Broken Healthcare System,Highlighted by 3 Kindle users,"Only a fraction of what physicians do is based on solid evidence from Grade-A randomized, controlled trials; the rest is based instead on weak or no evidence and on subjective judgment."
2013-01-29T01:48:45.980962, by Upkar Varshney,"Pervasive Healthcare Computing: EMR/EHR, Wireless and Health Monitoring",Highlighted by 4 Kindle users,"It uses frequency hopping at 2.4 GHz spectrum, so it may create possible interference from other 2.4 GHz transmission such as IEEE 802.11 wireless LANs, and microwave oven."
2013-01-29T01:48:45.980962," by Helen Aveyard, Pam Sharp",Evidence-Based Practice And Healthcare: A Beginner's Guide,Highlighted by 3 Kindle users,"It will sometimes be the case that there is not sufficient research evidence upon which to base practice, or you find that the research evidence is inconclusive. It might also be unethical to undertake research to explore the area you are interested in."
2013-01-29T01:48:45.980962," by Robert McSherry, Paddy Pearce",Clinical Governance: A Guide to Implementation for Healthcare Professionals,Highlighted by 3 Kindle users,"Clinical governance is ultimately `an umbrella term' for all the issues and concepts that clinicians, non clinicians, mangers and board members know and foster, including standard setting, risk management, performance management, clinical audit, training, reflection and professional development to name but a few"
2013-01-29T01:48:45.980962," by Mark S. Gaunya, Jennifer A. Borislow",Bend the Healthcare Trend: How Consumer-Driven Health & Wellness Plans Lower Insurance Costs,Highlighted by 4 Kindle users,The plan uses a provision in the 1996 Health Insurance Portability and Accountability Act that permits employers to differentiate health insurance premiums based on behaviors.
2013-01-29T01:48:45.980962," by Nancy Sharby, Ann Noonan Meredith E. Drench","Psychosocial Aspects of Healthcare, 3/e (Drench, Psychosocial Aspects of Healthcare)",Highlighted by 4 Kindle users,"Empathy is the ability to identify with and understand someone’s situation, feelings, and emotions and recognize that the client is someone’s mother, daughter, wife, or sibling."
2013-01-29T01:48:45.980962," by Imogen Evans, Iain Chalmers, Hazel Thornton, Paul Glasziou",Testing Treatments: Better Research for Better Healthcare,Highlighted by 3 Kindle users,"‘No one knows the total amount provided by drug companies to physicians, but I estimate from the annual reports of the top nine US drug companies that it comes to tens of billions of dollars a year."
2013-01-29T01:48:45.980962, by Howard Dean,Howard Dean's Prescription for Real Healthcare Reform: How We Can Achieve Affordable Medical Care for Every American and Make Our Jobs Safer,Highlighted by 9 Kindle users,"""Competition in insurance   markets is often about getting the lowest risk enrollees as  opposed to competing on price and the efficient delivery of care."""
2013-01-29T01:48:45.980962, by American Society for Healthcare Risk Management (ASHRM),Risk Management Handbook for Health Care Organizations (Jossey-Bass Public Health),Highlighted by 3 Kindle users,"unquantifiable expense of psychological damage to patients, families, and providers and the erosion of public trust in our health care system."
2013-01-29T01:48:45.980962, by Jay Arthur,"Lean Six Sigma for Hospitals: Simple Steps to Fast, Affordable, and Flawless Healthcare",Highlighted by 10 Kindle users,"Accelerating patient flow isn’t about making clinicians faster; it focuses on speeding up the patient. Reducing delays between steps in patient treatment actually will give the clinician more time with the patient, not less."
2013-01-29T01:48:45.980962," by Grunden, Naida",The Pittsburgh Way to Efficient Healthcare: Improving Patient Care Using Toyota Based Methods,Highlighted by 4 Kindle users,"Shine. Clean the floors, walls, and equipment. When things are kept in top condition, when someone needs to use something, it is always ready. In a hospital environment, cleanliness is extremely important to staff member and patient alike."
2013-01-29T01:48:45.980962, by Les Funtleyder,"Healthcare Investing : Profiting from the New World of Pharma, Biotech, and Health Care Services (McGraw-Hill Finance & Investing)",Highlighted by 3 Kindle users,Critics raise questions about how much responsibility citizens have for taking care of other citizens who have not taken care of themselves.
2013-01-29T01:48:45.980962, by American Society for Healthcare Risk Management (ASHRM),Risk Management Handbook for Health Care Organizations (Jossey-Bass Public Health),Highlighted by 3 Kindle users,"purpose of a health care risk management program is to protect the organization against risks associated with accidental losses, regardless of the cause."
2013-01-29T01:48:45.980962," by Grunden, Naida",The Pittsburgh Way to Efficient Healthcare: Improving Patient Care Using Toyota Based Methods,Highlighted by 4 Kindle users,"Sustain. This involves exercising leadership to keep morale high about preserving workplace order. If the rewards for keeping order outweigh the rewards for going back to the old way of doing things, people will make orderliness a habit."
2013-01-29T01:48:45.980962, by CPHQ Exam Secrets Test Prep Team,CPHQ Exam Practice Questions (First Set): CPHQ Practice Test & Exam Review for the Certified Professional in Healthcare Quality Exam,Highlighted by 3 Kindle users,"3.     Strategic quality planning promotes quality improvement throughout the organization and has at its core TQM, which stands for"
2013-01-29T01:48:45.980962, by Cindy Jimmerson,A3 Problem Solving for Healthcare: A Practical Method for Eliminating Waste,Highlighted by 3 Kindle users,"That means that the coach should take the next problem that comes to his/ her desk and tackle it this way: If it requires sharing the problem at a meeting, getting input from peers, or observing to better understand the current condition, the steps of the A3 process apply."
2013-01-29T01:48:45.980962, by Scott Coplan,Project Management for Healthcare Information Technology,Highlighted by 5 Kindle users,"User Requirements Management—Initiating, planning, executing, and controlling the identification and organization of stakeholders’ needs to evaluate options and acquire a solution that achieves the project objectives. All system projects must address the future needs of users. Project team members are representative stakeholders that clarify these needs by working"
2013-01-29T01:48:45.980962, by Robert A. Linden,"Rise and Fall of the American Medical Empire: A Trench Doctor's View of the Past, Present, and Future of the U.S. Healthcare System",Highlighted by 3 Kindle users,"Despite promoting itself as the great defender of human rights, the United States has the sole distinction of being the last remaining industrialized nation in the world without universal coverage for its own citizens."
2013-01-29T01:48:45.980962, by Cindy Jimmerson,A3 Problem Solving for Healthcare: A Practical Method for Eliminating Waste,Highlighted by 3 Kindle users,"Quickly, learners start asking questions such as: “What is the current condition?” “What problems are evident in the current condition?” and “Why do those problems occur?” and the big one, “Is the activity that we’re examining essential to creating an Ideal system?”"
2013-01-29T01:48:45.980962, by Duane C. Abbey,Healthcare Payment Systems: An Introduction,Highlighted by 4 Kindle users,"Hospitals typically file claims on the UB-04 claim form and the claim is for technical services, that is, facility charges. In contrast, physicians and other qualified practitioners provide services in the hospital setting, both inpatient and outpatient. These services are classified as professional services and the claims filed are generally on the 1500 claim form."
2013-01-29T01:48:45.980962," by Imogen Evans, Iain Chalmers, Hazel Thornton, Paul Glasziou",Testing Treatments: Better Research for Better Healthcare,Highlighted by 5 Kindle users,"As Robert M Pirsig said, in Zen and the Art of Motorcycle Maintenance: ‘the real purpose of the scientific method is to make sure nature hasn’t misled you into thinking you know something you actually don’t know’."
2013-01-29T01:48:45.980962, by Steven D. Knope M.D.,Concierge Medicine: A New System to Get the Best Healthcare,Highlighted by 3 Kindle users,"The American Society of Concierge Physicians to The Society for Innovative Medical Practice Design (SIMPD). According to Dr. Chris Ewin, current President of SIMPD, ""the new term is called `direct practices,' because we have a direct financial relationship with our patients."""
2013-01-29T01:48:45.980962," by Grunden, Naida",The Pittsburgh Way to Efficient Healthcare: Improving Patient Care Using Toyota Based Methods,Highlighted by 4 Kindle users,"Set in order. Arrange needed items so that they are easy to use. Label them so that they’re easy to find, clean, and put away. This degree of order improves communication and reduces the frustration of wasted time and motion."
2013-01-29T01:48:45.980962, by Upkar Varshney,"Pervasive Healthcare Computing: EMR/EHR, Wireless and Health Monitoring",Highlighted by 4 Kindle users,"In Bluetooth, the basic unit of networking is piconet, which includes up to 8 active devices involving one master and 7 non-master devices. The total number of devices in a piconet can be as high as 255, but the maximum number of active devices is limited to 8."
2013-01-29T01:48:45.980962, by Les Funtleyder,"Healthcare Investing : Profiting from the New World of Pharma, Biotech, and Health Care Services (McGraw-Hill Finance & Investing)",Highlighted by 3 Kindle users,"Companies that can show that they do, in fact, save the system money, either directly or indirectly, are the ones that are most worthy of investment consideration."
2013-01-29T01:48:45.980962, by CPHQ Exam Secrets Test Prep Team,CPHQ Exam Practice Questions (First Set): CPHQ Practice Test & Exam Review for the Certified Professional in Healthcare Quality Exam,Highlighted by 3 Kindle users,4.     One standard element of organization-wide strategic planning is A.  determining the future implications of the services offered by other
2013-01-29T01:48:45.980962," by Helen Aveyard, Pam Sharp",Evidence-Based Practice And Healthcare: A Beginner's Guide,Highlighted by 4 Kindle users,1 Identify a clinical question in response to a recognised information need. 2 Search for the most appropriate evidence. 3 Critically appraise this evidence. 4 Incorporate the evidence into a strategy for action. 5 Evaluate the effects of any decisions and action taken.
2013-01-29T01:48:45.980962," by Marion J. Ball, Charlotte Weaver, Joan Kiel","Healthcare Information Management Systems: Cases, Strategies, and Solutions (Health Informatics)",Highlighted by 3 Kindle users,"1. Safe: Patients must not be injured by care that is intended to help them. 2. Effective: Services should be based on scientific, evidence-based knowledge and  provided to all those, and"
2013-01-29T01:48:45.980962," by e-Patient Dave"" deBronkart","Laugh, Sing, and Eat Like a Pig: How an empowered patient beat Stage IV cancer (and what healthcare can learn from it)",Highlighted by 4 Kindle users,“Death is not the greatest loss in life. The greatest loss is what dies inside us while we live.”
2013-01-29T01:48:45.980962," by Imogen Evans, Iain Chalmers, Hazel Thornton, Paul Glasziou",Testing Treatments: Better Research for Better Healthcare,Highlighted by 3 Kindle users,"‘If you can believe fervently in your treatment, even though controlled tests show that it is quite useless, then your results are much better, your patients are much better, and your income is much better, too."
2013-01-29T01:48:45.980962," by Robert McSherry, Paddy Pearce",Clinical Governance: A Guide to Implementation for Healthcare Professionals,Highlighted by 3 Kindle users,"Clinical governance is ultimately `an umbrella term' for all the issues and concepts that clinicians, non clinicians, mangers and board members know and foster, including standard setting, risk management, performance management, clinical audit, training, reflection and professional development to name but a few (McSherry & Haddock 1999)."
2013-01-29T01:48:45.980962, by Norah Vincent,Voluntary Madness: Lost and Found in the Mental Healthcare System,Highlighted by 9 Kindle users,"Freedom is a prerequisite for healing a broken mind. It cannot be fixed against its will. Yet a broken mind is a broken will, a freedom that does harm, even potentially serious physical harm to itself and possibly others, a freedom that can attack or maim. So, how else to heal but by force?"
2013-01-29T01:48:45.980962, by Gerard S. Doyle,When There Is No Doctor: Preventive and Emergency Healthcare in Uncertain Times (Process Self-Reliance),Highlighted by 3 Kindle users,"Black tea has been shown to generally give a positive effect on health. Evidence has shown risk reduction for coronary artery disease at intakes of at least 3 cups per day, and for improved antioxidant status at intakes of 1 to 6 cups per"
2013-01-29T01:48:45.980962," by Mark S. Gaunya, Jennifer A. Borislow",Bend the Healthcare Trend: How Consumer-Driven Health & Wellness Plans Lower Insurance Costs,Highlighted by 5 Kindle users,"Employee demographics and claims experience reveal that the top five diagnostic categories are typically the same for any organization: orthopedics, cardiac disease, diabetes, respiratory illness, and behavioral health."
2013-01-29T01:48:45.980962," by Nancy Sharby, Ann Noonan Meredith E. Drench","Psychosocial Aspects of Healthcare, 3/e (Drench, Psychosocial Aspects of Healthcare)",Highlighted by 3 Kindle users,Context refers to the level of environmental or social cues that are available to help frame the exchange of information. “Low-context communication relies little on the surrounding context for interpretation”
2013-01-29T01:48:45.980962," by Robert C. Lloyd, Raymond G. Carey",Measuring Quality Improvement in Healthcare: A Guide to Statistical Process Control Applications,Highlighted by 5 Kindle users,"Analytic studies are done on dynamic processes, are not restricted to single points in time, focus on predicting the future rather than describing the past, and seek to determine why the outcomes were observed and how to improve the processes that produced the observed outcomes."
2013-01-29T01:48:45.980962, by Norah Vincent,Voluntary Madness: Lost and Found in the Mental Healthcare System,Highlighted by 4 Kindle users,"Break the emotion into its component parts, not just because it was snowballing and becoming far larger than it needed to be, but, per Dr. Franklin’s theory in process therapy, because it was part of a chain reaction. If you could break the chain, you could stop the reaction, stop the undesirable end result."
2013-01-29T01:48:45.980962," by Marion J. Ball, Charlotte Weaver, Joan Kiel","Healthcare Information Management Systems: Cases, Strategies, and Solutions (Health Informatics)",Highlighted by 3 Kindle users,"1. To make IT a business-driven line item activity, not it technology-driven staff  function. 2. To demand near-tern business results from development efforts. 3."
2013-01-29T01:48:45.980962, by Douglas A. Perednia,Overhauling America's Healthcare Machine: Stop the Bleeding and Save Trillions,Highlighted by 5 Kindle users,"Providing medical care to just 85% of the population now costs more than $2.4 trillion annually. That’s nearly 17% of our gross domestic product, or about $6,402 for every man, woman, and child—whether or not they’re covered by health insurance."
2013-01-29T01:48:45.980962," by Mark S. Gaunya, Jennifer A. Borislow",Bend the Healthcare Trend: How Consumer-Driven Health & Wellness Plans Lower Insurance Costs,Highlighted by 4 Kindle users,"The money in the HRA isn't actual cash that your employees have to invest, but credit you're giving them to pay for qualified medical expenses."
2013-01-29T01:48:45.980962, by Gerard S. Doyle,When There Is No Doctor: Preventive and Emergency Healthcare in Uncertain Times (Process Self-Reliance),Highlighted by 3 Kindle users,"Black tea has been shown to generally give a positive effect on health. Evidence has shown risk reduction for coronary artery disease at intakes of at least 3 cups per day, and for improved antioxidant status at intakes of 1 to 6 cups per day."
2013-01-29T01:48:45.980962, by Peter Rost,The Whistleblower: Confessions of a Healthcare Hitman,Highlighted by 6 Kindle users,"As President Calvin Coolidge said, “Nothing in the world can take the place of persistence; talent will not, nothing is more common than unsuccessful men with talent; genius will not; unrewarded genius just say is almost a proverb; education will not; the world is full of educated derelicts. Persistence and determination alone are omnipotent.”"
2013-01-29T01:48:45.980962, by Bahadir Inozu,"Performance Improvement for Healthcare: Leading Change with Lean, Six Sigma, and Constraints Management",Highlighted by 3 Kindle users,Don’t assume that they know the intricacies of the topic. They may be having a bad day. Know what makes them tick. Use influencing skills.
2013-01-29T01:48:45.980962, by American Society for Healthcare Risk Management (ASHRM),Risk Management Handbook for Health Care Organizations (Jossey-Bass Public Health),Highlighted by 6 Kindle users,"risk management is moving toward the concept of enterprise risk management and considering the myriad of complex legal, regulatory, political, business, and financial risks facing health care organizations."
2013-01-29T01:48:45.980962, by American Society for Healthcare Risk Management (ASHRM),Risk Management Handbook for Health Care Organizations (Jossey-Bass Public Health),Highlighted by 3 Kindle users,"JCAHO) defines risk management as “clinical and administrative activities undertaken to identify, evaluate, and reduce the risk of injury to patients, staff, and visitors, and the risk of loss to the organization itself.”3"
2013-01-29T01:48:45.980962, by American Society for Healthcare Risk Management (ASHRM),Risk Management Handbook for Health Care Organizations (Jossey-Bass Public Health),Highlighted by 6 Kindle users,"risk management is moving toward the concept of enterprise risk management and considering the myriad of complex legal, regulatory, political, business, and financial risks facing health care organizations."
2013-01-29T01:48:45.980962, by Robert A. Linden,"Rise and Fall of the American Medical Empire: A Trench Doctor's View of the Past, Present, and Future of the U.S. Healthcare System",Highlighted by 3 Kindle users,"In essence, we have returned to our “Wild West” roots with U.S. cultural emphasis on individualism, unrestricted choice, personal responsibility, and entrepreneurial capitalism. Social obligation has been relegated to the back burner."
2013-01-29T01:48:45.980962, by Harvard Business Review,Harvard Business Review on Fixing Healthcare from Inside & Out,Highlighted by 3 Kindle users,"Fixing this will require a new kind of leader who can organize doctors into teams, measure their performance not by how much they do but by how their patients fare, deftly apply financial and behavioral incentives, improve processes, and dismantle dysfunctional cultures."
2013-01-29T01:48:45.980962, by Scott Coplan,Project Management for Healthcare Information Technology,Highlighted by 3 Kindle users,"User Requirements Management—Initiating, planning, executing, and controlling the identification and organization of stakeholders’ needs to evaluate options and acquire a solution that achieves the project objectives. All system projects must address the future needs of users. Project team members are representative stakeholders that clarify these needs by working extensively with additional stakeholders."
2013-01-29T01:48:45.980962, by Gerard S. Doyle,When There Is No Doctor: Preventive and Emergency Healthcare in Uncertain Times (Process Self-Reliance),Highlighted by 6 Kindle users,"Honey sucks the water out of bacteria and fungi to keep them from growing. This action also helps minimize swelling of injured tissues, speeding healing of wounds. Finally, enzymes in the honey seem to have directly toxic effects on the bugs, including genera-\ tion of hydrogen peroxide."
2013-01-29T01:48:45.980962, by Cindy Jimmerson,A3 Problem Solving for Healthcare: A Practical Method for Eliminating Waste,Highlighted by 3 Kindle users,"Rule 1 states that the activities of work within a process should be clearly defined as to what should happen, in what order they should occur, and about how long the activities should take to complete. It also states that the outcome or goal of the work should be absolutely clear to the people doing the work."
2013-01-29T01:48:45.980962," by Marion J. Ball, Charlotte Weaver, Joan Kiel","Healthcare Information Management Systems: Cases, Strategies, and Solutions (Health Informatics)",Highlighted by 3 Kindle users,"The Human Genome Project, which reached initial completion in 2000 by both the private sector and the federal government, will revolutionize the fields of prevention, diagnosis, and treatment as genetic mapping creates the means to predetermine and either avoid or postpone many diseases."
2013-01-29T01:48:45.980962," by Helen Aveyard, Pam Sharp",Evidence-Based Practice And Healthcare: A Beginner's Guide,Highlighted by 3 Kindle users,"Sackett helps us to understand that there is a strong link between evidence based practice and the decisions we make in our everyday practice and that our decisions should be clearly stated (explicit) and well-thought through (judicious), and use evidence sensibly and carefully."
2013-01-29T01:48:45.980962," by Nancy Sharby, Ann Noonan Meredith E. Drench","Psychosocial Aspects of Healthcare, 3/e (Drench, Psychosocial Aspects of Healthcare)",Highlighted by 3 Kindle users,Intrapersonal intelligence involves developing an understanding of one’s own feelings and emotions so that you can discriminate among them and be able to purposefully use them to guide your behaviors.
2013-01-29T01:48:45.980962," by Nancy Sharby, Ann Noonan Meredith E. Drench","Psychosocial Aspects of Healthcare, 3/e (Drench, Psychosocial Aspects of Healthcare)",Highlighted by 3 Kindle users,"model of causation incorporating client-specific psychosocial factors, and (3) relationship-centered care, which empowers the client to assume an active role in his or her own health."
2013-01-29T01:48:45.980962," by Helen Aveyard, Pam Sharp",Evidence-Based Practice And Healthcare: A Beginner's Guide,Highlighted by 3 Kindle users,"Evidence Based Practice (EBP) requires that decisions about health and social care are based on the best available, current, valid and relevant evidence. These decisions should be made by those receiving care, informed by the tacit and explicit knowledge of those providing care, within the context of available resources."
2013-01-29T01:48:45.980962, by John Kenagy MD,Designed to Adapt: Leading Healthcare in Challenging Times,Highlighted by 6 Kindle users,"Basically, it boils down to management’s ability to: make changes, maximize the improvements that come from the changes, and minimize any change-effects that are not improvements. With apologies to a great and famous company, I call them the 3-Ms: Make changes. Maximize what works. Minimize what doesn’t."
2013-01-29T01:48:45.980962," by Marion J. Ball, Charlotte Weaver, Joan Kiel","Healthcare Information Management Systems: Cases, Strategies, and Solutions (Health Informatics)",Highlighted by 4 Kindle users,"dealing with numerous vendors and architectures increases the risk that data failure will occur. Maintaining disparate databases increases the total cost of ownership, and the organization is faced with how to manage the training for viewing the same information in different formats and presentation."
2013-01-29T01:48:45.980962," by Robert C. Lloyd, Raymond G. Carey",Measuring Quality Improvement in Healthcare: A Guide to Statistical Process Control Applications,Highlighted by 3 Kindle users,"When you select limits of less than 3 sigmas, the risk of concluding that a data point requires special action when it is actually part of a common cause system, is greatly increased. This action results in committing what is called a Type I error."
2013-01-29T01:48:45.980962," by Mark S. Gaunya, Jennifer A. Borislow",Bend the Healthcare Trend: How Consumer-Driven Health & Wellness Plans Lower Insurance Costs,Highlighted by 4 Kindle users,"Employees must understand that they are consumers and that, as consumers, they have choices. Employers need to provide their employees with valuable information and the incentives to make long-lasting changes."
2013-01-29T01:48:45.980962," by Brett E. Trusko, Jim Harrington, Carolyn Pexton, Praveen K. Gupta",Improving Healthcare Quality and Cost with Six Sigma Reader,Highlighted by 6 Kindle users,"Six Sigma projects are defined as projects designed to reduce error rates to a maximum of 3.44 errors per million exposures (or ""opportunities"") through the use of statistical analysis techniques, problem solving, and quality principles."
