tags,text,created_at,from_user,from_user_id,to_user_id,id,to_user
,I've been at a healthcare convention all day so I just found out that Le Cookie Monkey is generously donating... http://t.co/NIsR85fY,"Fri, 08 Feb 2013 02:16:53 +0000",TansyDolls,611063079,0,299703314977787904,
,@gneumann_wkow @LoriCompas The fact that @GovWalker refuses to participate in the destruction of our healthcare system is a good thing..,"Fri, 08 Feb 2013 02:16:45 +0000",Bobacheck,34462716,334393738,299703281595326464,gneumann_wkow
Sydney::Jobs,#Sydney #Jobs:  Business Development Manager - healthcare finance http://t.co/wB91qDPx,"Fri, 08 Feb 2013 02:16:06 +0000",jobs4australia,565315990,0,299703119749738496,
,“@KCStar: Health care venture in Leawood plans to generate 200 jobs: http://t.co/1p1D1XB1” @speedojones,"Fri, 08 Feb 2013 02:15:48 +0000",Eric_Hampton,64224890,0,299703045179191296,
Alwefaq::14Feb,@Jeannie_Hartley how #Alwefaq &amp; #14Feb terrorists call occupying hospitals peaceful expression?Healthcare obstructed http://t.co/ZJx88d3k,"Fri, 08 Feb 2013 02:15:40 +0000",almohallabaa,373288979,192477353,299703009192067072,Jeannie_Hartley
,@johnkriesel who cares that the way it should be. Something that makes the healthcare costs rise. Tax the cigs! Not just middle class smoke.,"Fri, 08 Feb 2013 02:15:27 +0000",woodygopher,95964924,111220552,299702955307855872,johnkriesel
,APPLY NOW: HEALTHCARE Account fixed WEEKENDS OFF MASS HIRING Job in Pasig City http://t.co/GMvSsOSD,"Fri, 08 Feb 2013 02:15:16 +0000",vandvocal,290944778,0,299702910730768385,
boycott,"RT @MichaelDOReilly: @IAmPapaJohn #boycott papa johns, awful pizza, buy from your local mom&amp;pop pizza parlor. Papa does not take care of employees healthcare.","Fri, 08 Feb 2013 02:14:56 +0000",Dorrie_Ann,387779815,0,299702825271836673,
healthcare,Johnson &amp; Johnson Rating Lowered to Underperform at Credit Suisse (JNJ) - Jags Report http://t.co/x0WYIXil $JNJ #healthcare,"Fri, 08 Feb 2013 02:14:50 +0000",ValueStocksNow,576354225,0,299702798914826240,
,@NiamaThomas Ethnicity's are bad. So are gays. Muslims. Jews. Universal Healthcare. Communism. And Barack Obama.,"Fri, 08 Feb 2013 02:14:39 +0000",B3nhameen_,1055429580,21249999,299702753192706048,NiamaThomas
epicfail,"@matmla @nsliberal @stephenmcneil @nspc @jamiebailie is the NDP against a balanced budget, healthcare and education then? #epicfail","Fri, 08 Feb 2013 02:14:12 +0000",SkipStartsHere,168642674,96021381,299702640810545152,matmla
,Dr. Carson's healthcare proposal is interesting. Having a Health Savings Account (HSA),"Fri, 08 Feb 2013 02:13:47 +0000",HawthHooligan,75194673,0,299702536447856640,
boycott,"RT @MichaelDOReilly: @IAmPapaJohn #boycott papa johns, awful pizza, buy from your local mom&amp;pop pizza parlor. Papa does not take care of employees healthcare.","Fri, 08 Feb 2013 02:13:46 +0000",Roostaah2,507762936,0,299702531616043008,
healthcare,Watch our Volunteer Videos in Costa Rica - 1000's of volunteers in 195 Social &amp; Conservation programs http://t.co/BIu2wjJb #healthcare,"Fri, 08 Feb 2013 02:13:34 +0000",Catanoedo,395440233,0,299702480328093697,
Fitness::Healthcare::Nutrition,#Fitness #Healthcare EnteroMedics' ReCharge Trial Demonstrates Statistically Significant Weight Loss... http://t.co/DWJZpMk8 #Nutrition,"Fri, 08 Feb 2013 02:13:32 +0000",Myong_Wisley,414391600,0,299702474363768832,
,CFO Nathan VanLaningham: Moving St. Elizabeth Healthcare Forward | Hospital CEO &amp; CFO Profiles http://t.co/jYwGBabE,"Fri, 08 Feb 2013 02:13:29 +0000",AmberlyES,334649705,0,299702461722161152,
,RT @LeMarquand: About that healthcare insurance... http://t.co/d2eNfoKd,"Fri, 08 Feb 2013 02:13:29 +0000",tcoley1,532019601,0,299702459700502528,
,"Healthcare &amp; Stormz DNT🙅 Mix...
Itz Not Even Snowin Yet &amp; They Already Trippin😒","Fri, 08 Feb 2013 02:13:20 +0000",mrs_rkm,338090850,0,299702424887767040,
fact,"RT @he_number1: America spend most money in the world by far, on healthcare... yet, America is one of the worst countries when it comes to healthcare. #fact","Fri, 08 Feb 2013 02:13:03 +0000",BigHuskrFan,88685970,0,299702352821252096,
Pills::caregivers::healthcare::aging,Czar of #Pills....My new weekly task!   http://t.co/Q2n85siT #caregivers #healthcare #aging,"Fri, 08 Feb 2013 02:12:29 +0000",DocForeman,54998393,0,299702207312453634,
,Why am i not studying for this healthcare test for tomorrow....,"Fri, 08 Feb 2013 02:12:27 +0000",britbrat_96,479863387,0,299702201050353665,
healthcare,"@RegionsHospital Medical Lab Scientist Job (Saint Paul, MN, US): Medical Lab ScientistJob ID:  25988... http://t.co/usMTWVpM #healthcare","Fri, 08 Feb 2013 02:12:25 +0000",thprwil,37998728,36697219,299702191004975105,RegionsHospital
BYOD::Cisco::HIMSS13::HIT,"RT @CiscoHealth: See wayfinding solutions, #BYOD, and more in the #Cisco booth at #HIMSS13 http://t.co/7VT0V0sY http://t.co/6ZQT0Vum #HIT","Fri, 08 Feb 2013 02:12:13 +0000",stevenfaber,36728028,0,299702143940702209,
,"Tacky campaigning RT @AwardsDaily: ""Bradley Cooper, David O. Russell Mtg with Vice Pres Biden on Mental Healthcare"" http://t.co/157L5UoY","Fri, 08 Feb 2013 02:12:09 +0000",melveltoo,203795634,0,299702125242507264,
,"New post: Prime Healthcare's Response To California Watch Article, February 7, 2013 http://t.co/40DPc6Pf","Fri, 08 Feb 2013 02:12:08 +0000",NationalNews247,870021000,0,299702121597632512,
,"""Medicine is a science, healthcare is a business, healing is an art... ""","Fri, 08 Feb 2013 02:11:59 +0000",paolajsantana,268215424,0,299702081911128064,
sarasotamemorial,Healthcare Job: Per Diem PCT Plan 2: General Other Positions at Sarasota Memorial Hospital in FL http://t.co/ZGLJkdeR #sarasotamemorial,"Fri, 08 Feb 2013 02:11:53 +0000",healthcarejob__,213391139,0,299702056606896129,
sarasotamemorial,Healthcare Job: Per Diem PCT Plan 2: General Other Positions at Sarasota Memorial Hospital in FL http://t.co/aex3mM4U #sarasotamemorial,"Fri, 08 Feb 2013 02:11:52 +0000",Hospital_Jobs,61612407,0,299702054849503232,
bigpharma::healthcare,RT @LifeExtension: Will health care corruption fuel our country's economic collapse? http://t.co/qXmFA3Hs #bigpharma #healthcare,"Fri, 08 Feb 2013 02:11:51 +0000",NikiACN,97276053,0,299702049120088065,
fact,"America spend most money in the world by far, on healthcare... yet, America is one of the worst countries when it comes to healthcare. #fact","Fri, 08 Feb 2013 02:11:50 +0000",he_number1,167562761,0,299702043998842880,
,"RT @StevenSinger3: Liberals protest WAR.
Conservatives protest HEALTHCARE.
@RWwatchMA http://t.co/8xzB9g97","Fri, 08 Feb 2013 02:11:44 +0000",boogeywithstu40,30306239,0,299702019114024960,
job::employment,"Let's find you a #job at Spectrum Healthcare Resources in Colorado Springs, CO.  New opening just posted. http://t.co/ioV2qHUE #employment","Fri, 08 Feb 2013 02:11:40 +0000",LetsFindYouAJob,483025606,0,299702002475220992,
job::hire::jobsearch,"Your #job search is over. Spectrum Healthcare Resources is looking to #hire you in Knob Noster, MO. http://t.co/uvge9W2q #jobsearch","Fri, 08 Feb 2013 02:10:55 +0000",Search4Jobs2Day,482581321,0,299701816394915840,
,"Aw ye done my english, time to study for english and healthcare noww","Fri, 08 Feb 2013 02:10:53 +0000",navjeetGrewal_,203627488,0,299701806559289344,
Healthcare::Job::LasVegas::VHSCareers,"The Valley Health Systems #Healthcare #Job: RN II L&amp;D (FT nights) Valley ( #LasVegas , NV) http://t.co/plstj2Ri #VHSCareers","Fri, 08 Feb 2013 02:10:51 +0000",tmj_las_health,21730626,0,299701796035760129,
LasVegas::Healthcare::Job::VHSCareers,"#LasVegas , NV #Healthcare #Job: RN II L&amp;D (FT nights) Valley at The Valley Health Systems http://t.co/ddmchmgR #VHSCareers","Fri, 08 Feb 2013 02:10:50 +0000",tmj_las_health,21730626,0,299701793854730241,
LasVegas::Healthcare::VHSCareers::Job::Jobs,"The Valley Health Systems: RN II L&amp;D (FT nights) Valley ( #LasVegas , NV) http://t.co/YuYYpFrp #Healthcare #VHSCareers #Job #Jobs","Fri, 08 Feb 2013 02:10:49 +0000",tmj_las_health,21730626,0,299701790037921792,
LasVegas::Healthcare::VHSCareers::Job::Jobs,"The Valley Health Systems: RN II L&amp;D (FT days) Valley ( #LasVegas , NV) http://t.co/iLCVBS1E #Healthcare #VHSCareers #Job #Jobs","Fri, 08 Feb 2013 02:10:48 +0000",tmj_las_health,21730626,0,299701786661498881,
,3 Future Trends for Telehealth | Healthcare Information Technology http://t.co/IlY2YJLO …,"Fri, 08 Feb 2013 02:10:48 +0000",MedkoHealth,935107614,0,299701784383995904,
LasVegas::Healthcare::VHSCareers::Job,"Respiratory Therapist II (SH)... - The Valley Health Systems: ( #LasVegas , NV) http://t.co/1kg7x4VU #Healthcare #VHSCareers #Job","Fri, 08 Feb 2013 02:10:47 +0000",tmj_las_health,21730626,0,299701780747526147,
Healthcare::Job::LasVegas::VHSCareers,"#Healthcare #Job in #LasVegas , NV: Director Nursing Surgical S... at The Valley Health Systems http://t.co/nOUZ8gRU #VHSCareers","Fri, 08 Feb 2013 02:10:42 +0000",tmj_las_health,21730626,0,299701758257672192,
,The Cloud's Impact on Healthcare Privacy http://t.co/GEkp7pVQ,"Fri, 08 Feb 2013 02:10:27 +0000",dsszabo,48208904,0,299701696618196992,
,RT @PhxKen: OBAMA TO CUT HEALTHCARE BENEFITS FOR MILITARY | Obama | Fox Nation http://t.co/TVHwQp1D …,"Fri, 08 Feb 2013 02:10:16 +0000",mo_molineaux,937823144,0,299701652263407616,
,"RT @HealthTechCap: Hospitalization costs $3-4,000 per day. HealthCare Partners overcomes this challenge by treating patients at home http://t.co/Q0CAQO4M","Fri, 08 Feb 2013 02:10:11 +0000",Home_Health,16476025,0,299701628645285888,
jobs::engineering,"Program Manager - Healthcare Experiene required - General Dynamics - IT -  Rockville, MD: sys... http://t.co/stHtwOmu #jobs #engineering","Fri, 08 Feb 2013 02:09:39 +0000",GDRecruiting,142808907,0,299701495413239809,
job::tweetmyjobs,"Spectrum Healthcare Resources is now looking for qualified #job applicants in Knob Noster, MO. http://t.co/jVnO9kQb #tweetmyjobs","Fri, 08 Feb 2013 02:09:19 +0000",LetsFindYouAJob,483025606,0,299701410885406721,
,RT @NGKFHealthcare: Newmark Grubb Knight Frank Global Healthcare Services Featured in Medical Office Today http://t.co/TP7LFZh4,"Fri, 08 Feb 2013 02:09:15 +0000",witcherchris,369173088,0,299701396721250304,
,@RayBeckerman The Rich have been ripping off the U.S. for decades|European countries do better with taxes and have universal healthcare,"Fri, 08 Feb 2013 02:08:58 +0000",mortgageconsult,26773353,15774048,299701323383832576,RayBeckerman
tcot::p2,RT @Norsu2: CBO admits on ObamaCare  http://t.co/Ur4OcasF That 7 Million will get coverage dumped because of  Govt. take over of healthcare #tcot #p2,"Fri, 08 Feb 2013 02:08:53 +0000",zoopatrol,41023312,0,299701304236847104,
HamOnt,RT @mattjelly: Letter from St. Joseph's Healthcare opposing a downtown Casino. #HamOnt http://t.co/kvBAWFbp,"Fri, 08 Feb 2013 02:08:27 +0000",AnxiousMusings,1062502868,0,299701193276538880,
,"McKesson, Cerner Talk Health IT Interoperability Alliance? http://t.co/2eP4cyfA","Fri, 08 Feb 2013 02:08:26 +0000",quirkynerds,130614413,0,299701190596362240,
tvlic2013,#tvlic2013 Watching healthcare automation company aXessCare,"Fri, 08 Feb 2013 02:08:22 +0000",drrobadams,36466644,0,299701174838382592,
,"My boss says I can't keep teaching unless I start a PhD, &amp; my healthcare runs out when I turn 26, so I guess I'm getting a job this summer!!","Fri, 08 Feb 2013 02:07:58 +0000",lizlemmon,23880299,0,299701072212148225,
HIE,RT @ICALeader: DHIN Selects Allied-HIE to provide Direct messaging support through ICA's CareAlign platform | Health IT News http://t.co/QbxqbnlF #HIE,"Fri, 08 Feb 2013 02:07:49 +0000",nspizzo,451521063,0,299701036443119616,
,"RT @DieselSmoke24_7: I'm really pissed, I'm going to be penalized next tax season for not having healthcare. Fuck Obama and Obama supporters.","Fri, 08 Feb 2013 02:07:49 +0000",ToddCruce,911113176,0,299701032819257344,
,Healthcare data integration module ... A piece from hell..!,"Fri, 08 Feb 2013 02:07:39 +0000",zozza192,122305145,0,299700993963204608,
tcot::p2,RT @Norsu2: CBO admits on ObamaCare  http://t.co/Ur4OcasF That 7 Million will get coverage dumped because of  Govt. take over of healthcare #tcot #p2,"Fri, 08 Feb 2013 02:07:25 +0000",filampatriot,793148808,0,299700935897276417,
,"@therealjamieson Great healthcare, 401K, In-N-Out Burger, Armenian girls, etc..","Fri, 08 Feb 2013 02:07:25 +0000",ivasef85,47714782,23736539,299700934706098177,therealjamieson
HCAHPS,RT @Safety4Nurses: Developing nurses who can help transform healthcare should be the goal of nurse leaders and educators. #HCAHPS http://t.co/895wSmCN,"Fri, 08 Feb 2013 02:07:22 +0000",gendeville,63985667,0,299700923071094784,
hchlitss,"RT @ChronicPainGPS: They Empower, Educate, Enrich lives of pts! RT @drkdhoffman How can patient blogs change healthcare practice? #hchlitss","Fri, 08 Feb 2013 02:07:11 +0000",LAlupusLady,42825369,0,299700874589114368,
healthcare,1/3 of consumers using social media for #healthcare info http://t.co/P0WeR6P2,"Fri, 08 Feb 2013 02:07:05 +0000",MedkoHealth,935107614,0,299700851415609346,
,Pay for healthy outcomes. http://t.co/5Gt7xdBN,"Fri, 08 Feb 2013 02:06:18 +0000",SaudiaPaige,133541474,0,299700653465415682,
Nurses::rnchat,"#Nurses, join us! @TheGypsyNurse I see a lot of familiar faces :) And a lot of new ones too - I love it :) http://t.co/KcunoR2A #rnchat","Fri, 08 Feb 2013 02:06:03 +0000",nursefriendly,22638297,0,299700588957007873,
,Timeee for sleepy! Wish I didn't work in healthcare &amp; could take off for a snow day tomorrow cause that would just be FABULOUS 😁☕❄⛄☁...😳😩👎,"Fri, 08 Feb 2013 02:05:39 +0000",mhouserrr,327761206,0,299700487702315010,
,RT @ADP: The Affordable Care Act is at the center of healthcare changes. Learn more from the ADP Research Institute  http://t.co/674qj8hp,"Fri, 08 Feb 2013 02:05:37 +0000",jphelmer,43791796,0,299700480643317760,
,@donkeyarguing What private company would require itself to fund healthcare of future retires for 75yrs? Tick Tock,"Fri, 08 Feb 2013 02:05:35 +0000",KUtherapy,217906634,445127239,299700473680756736,donkeyarguing
,Healthcare IS on Twitter http://t.co/2M6ZimWY,"Fri, 08 Feb 2013 02:05:35 +0000",WetmoreAshley,619764699,0,299700471868846080,
homecare::HealthCare,Looking for #homecare equipment? @ShopprsDrugMart Home #HealthCare has an incredible selection - http://t.co/3CHrie7S,"Fri, 08 Feb 2013 02:05:21 +0000",bayshore_hh,113699804,0,299700415883259905,
,NYC plays matchmaker to hook up healthcare groups with startups to commercialize tech tools | http://t.co/yrXHCFFJ …,"Fri, 08 Feb 2013 02:05:15 +0000",MedkoHealth,935107614,0,299700388586721280,
YouTube::Healthcare::Exercise::MTV,#YouTube #Healthcare #Exercise Magic Panty Anti Cellulite Shorts On the Rachael Ray Show. http://t.co/JNSHZpcb #MTV Qooomg,"Fri, 08 Feb 2013 02:05:02 +0000",Lucrecia_Nao,414391747,0,299700335910465536,
YouTube::Healthcare::Exercise::MTV,#YouTube #Healthcare #Exercise Magic Panty Anti Cellulite Shorts On the Rachael Ray Show. /t.co/2nh35YXd #MTV QooK,"Fri, 08 Feb 2013 02:05:02 +0000",AcidReflux_Cure,798485558,0,299700333561667585,
pensions::healthcare,"What Happens When China Goes ""Gray""? - The Diplomat http://t.co/cAT9blff #pensions #healthcare","Fri, 08 Feb 2013 02:05:02 +0000",RichNewz,726161048,0,299700332391456768,
healthcare::insurance,"Is the future of employer #healthcare benefits still wellness, or is it captive #insurance? Something I'm writing about right now.","Fri, 08 Feb 2013 02:04:40 +0000",MatthewLBrodsky,15910501,0,299700241387646976,
,"Manager, Healthcare Services II: OH-Columbus, Manager, Healthcare Services II JOB SUMMARY Manages the day to day... http://t.co/nxHI0HxS","Fri, 08 Feb 2013 02:04:32 +0000",ColumbusJobscom,469535447,0,299700209880023040,
Healthcare::Tweetchats::Medlibs::RNchat::MedEd::cphc::nurseup::nursefriendly,Thursday #Healthcare #Tweetchats (ET)  9p #Medlibs #RNchat #MedEd - #cphc #nurseup #nursefriendly,"Fri, 08 Feb 2013 02:04:19 +0000",nursefriendly,22638297,0,299700153735073792,
healthcare,"RT @mcknightsltcn: Off-label use of antipsychotics remains a common part of long-term care, researchers show http://t.co/9bKbHYlu #healthcare","Fri, 08 Feb 2013 02:04:18 +0000",AngelaArnp,844109822,0,299700148215373824,
,"2012-13 Influenza: An 'Epidemic?': With the uptick in the number of influenza tests being requested, some facili... http://t.co/M0UMlLEd","Fri, 08 Feb 2013 02:03:33 +0000",ExecInsight,188789067,0,299699962877452289,
tcot::p2,RT @Norsu2: CBO admits on ObamaCare  http://t.co/Ur4OcasF That 7 Million will get coverage dumped because of  Govt. take over of healthcare #tcot #p2,"Fri, 08 Feb 2013 02:03:28 +0000",4vines,56475513,0,299699938797961217,
marketing::healthcare,The second installment in a series of white papers for MyHealthcareExecutive http://t.co/afwbZZwN #marketing #healthcare,"Fri, 08 Feb 2013 02:03:03 +0000",ClubCabeza,59872846,0,299699836947664898,
Job::Hiring::DCJobs,"DC Jobs | Healthcare Interior Designer at Recruitarrow (Washington, DC) http://t.co/SPDthUmu #Job #Hiring #DCJobs","Fri, 08 Feb 2013 02:03:00 +0000",ZuluJobsDC,59325034,0,299699823311982593,
,"RT @StevenSinger3: Liberals protest WAR.
Conservatives protest HEALTHCARE.
@RWwatchMA http://t.co/8xzB9g97","Fri, 08 Feb 2013 02:02:45 +0000",ArthurA_P,93419194,0,299699759663443968,
,RT @HealthInsure_OW: CMS Program Aims at Cutting ESRD Spending: WASHINGTON (MedPage Today) -- Healthcare providers and suppliers will... http://t.co/vMLfnqh1,"Fri, 08 Feb 2013 02:02:45 +0000",pearsonjeffrey,255040719,0,299699757713084418,
PR::webinar,"Don't forget our Intro to Healthcare #PR #webinar is next Friday 15/02! FREE for everyone to register, this month only! http://t.co/XFgfjcKJ","Fri, 08 Feb 2013 02:02:43 +0000",PRIANational,18917091,0,299699752663138304,
,"RT @StevenSinger3: Liberals protest WAR.
Conservatives protest HEALTHCARE.
@RWwatchMA http://t.co/8xzB9g97","Fri, 08 Feb 2013 02:02:43 +0000",sibhuskylover,113097288,0,299699750092029954,
,NYC plays matchmaker to hook up healthcare groups with startups to commercialize tech tools | MedCity News: http://t.co/42CamnvM,"Fri, 08 Feb 2013 02:02:30 +0000",sanjagauthier,541395442,0,299699695431847936,
,Catholic bishops reject Obama offer on contraceptive coverage http://t.co/pXBCg2QT,"Fri, 08 Feb 2013 02:02:28 +0000",ChristopherJSB,227003625,0,299699686657380353,
GOP::Obamacare::Obama::healthcare::UniteBlue,"RT @stardazedfla: ""@doctorjoe56: #GOP sez ""I hate #Obamacare!"" Yeah, especially the #Obama part! http://t.co/oSiL2bKb”@stuffthatilike #healthcare #UniteBlue""","Fri, 08 Feb 2013 02:02:24 +0000",tjinlv,19270274,0,299699672115724289,
,UPDATE 1-Obama nominates Tavenner to lead Medicare and Medicaid http://t.co/ghgDIVUA,"Fri, 08 Feb 2013 02:02:23 +0000",IDXFox,270909046,0,299699668479250432,
tcot,"RT @Rockprincess818: Hope and change! Gas $4 per gallon, food up, utilities up, rents up, taxes are up, healthcare up - what a stellar record of failure
#tcot","Fri, 08 Feb 2013 02:02:20 +0000",SMcKenziePrice,550314410,0,299699655661461504,
,@HuffingtonPost Let's not overlook Dr. Carson's view on healthcare.  That man is probably now on a short list of everything!,"Fri, 08 Feb 2013 02:02:06 +0000",SueSmith511,997810836,14511951,299699596064591872,HuffingtonPost
jobs::Healthcare,Pikeville Medical Center: MATERIALS MANAGEMENT TECH                           05238     http://t.co/SdSIQHTx #jobs #Healthcare,"Fri, 08 Feb 2013 02:02:02 +0000",pmc_jobs,239818489,0,299699579044110337,
healthcare::jobs,"Looking for a Project Manager with EMR/EHR exp. in Brookline, MA! http://t.co/tAgyv4gw #healthcare #jobs","Fri, 08 Feb 2013 02:01:47 +0000",RevolutionGroup,15342438,0,299699515441704960,
,"Hi Folks, If you would like acupuncture covered by Medicare this is a worthwhile petition to sign!....pass it on! http://t.co/yRfjXCx6","Fri, 08 Feb 2013 02:01:46 +0000",TheCenterAuburn,142461412,0,299699513659101186,
,I love the new healthcare science teacher. Thanks for emailing my parents! I forgot I'm in middle school.,"Fri, 08 Feb 2013 02:01:44 +0000",ayeesydney,84763271,0,299699505211789312,
NewJersey::Healthcare::Tweetchat::RNchat::nurses,"@RNchat Hello Everyone, Andrew Lopez, RN from #NewJersey, Nurse, Entrepreneur, Parent, #Healthcare #Tweetchat enthusiast #RNchat #nurses","Fri, 08 Feb 2013 02:01:35 +0000",nursefriendly,22638297,60762435,299699467165237249,RNchat
healthcare,Hospitals AND physicians must get better on wrong site surgeries! http://t.co/SI9D8iWQ #healthcare,"Fri, 08 Feb 2013 02:01:18 +0000",monie5853,103396508,0,299699395400708097,
beauty::oralb::presskit::healthcare::picoftheday,El kit del cuidado bucal de Oral B #beauty #oralb #presskit #healthcare #picoftheday http://t.co/V5wpBYed,"Fri, 08 Feb 2013 02:01:05 +0000",pasarela_urbana,257961165,0,299699341818466305,
,Cool article from @vmcombs in MedCity News about a Super Bowl Commercial she'd like to see involving @Humana and us! http://t.co/2zLcXE9X,"Fri, 08 Feb 2013 02:00:46 +0000",humanavitality,274041023,0,299699260750974976,
healthcare::jobs,RN HOSPITAL Job: Allied Health Other Positions at Cleveland Clinic in OH http://t.co/f3Us3iu3 #healthcare #jobs,"Fri, 08 Feb 2013 02:00:46 +0000",MedicalPosition,95814609,0,299699260415422464,
healthcare::jobs,RN HOSPITAL Job: Allied Health Other Positions at Cleveland Clinic in OH http://t.co/ircoDM9M #healthcare #jobs,"Fri, 08 Feb 2013 02:00:45 +0000",jobs_hospital,100345897,0,299699258322477056,
healthcare::jobs,RN HOSPITAL Job: Allied Health Other Positions at Cleveland Clinic in OH http://t.co/xL0H44VZ #healthcare #jobs,"Fri, 08 Feb 2013 02:00:45 +0000",Health_CareJobs,100594700,0,299699256489558016,
hospital::jobs,"Healthcare Job: RN HOSPITAL Job: Allied Health Other Positions at Cleveland Clinic in OH http://t.co/rGuEyubt #hospital, #jobs","Fri, 08 Feb 2013 02:00:43 +0000",healthcarejob__,213391139,0,299699249568952320,
,Healthcare Job: RN HOSPITAL Job: Allied Health Other Positions at Cleveland Clinic in OH http://t.co/FsnhzPs0,"Fri, 08 Feb 2013 02:00:43 +0000",Hospital_Jobs,61612407,0,299699247744421888,
,India spawning top notch medical devices companies at affordable prices - The Economic Times http://t.co/xgQhhzoL,"Fri, 08 Feb 2013 02:00:35 +0000",DavidJPool,171082393,0,299699214064160769,
boycott,"RT @MichaelDOReilly: @IAmPapaJohn #boycott papa johns, awful pizza, buy from your local mom&amp;pop pizza parlor. Papa does not take care of employees healthcare.","Fri, 08 Feb 2013 02:00:07 +0000",760david,453965455,0,299699095939989504,
,Driver - CDL (LIFE) - South Jersey Healthcare -  New Jersey: of 1 year working with the frail or elderly. New Je... http://t.co/IJNeMf3R,"Fri, 08 Feb 2013 01:59:52 +0000",CDL_Jobs,61364510,0,299699032547274754,
,"Bradley Cooper, David O. Russell Meeting with Vice President Biden on Mental Healthcare http://t.co/5J4f4gM8 via @THR","Fri, 08 Feb 2013 01:59:51 +0000",TheLastReel,18855102,0,299699031725195264,
trans::healthcare::Veterans,RT @TransSocWrkZaac: Veterans Administration Makes Important Clarification on Records Policy http://t.co/Ai82mG7D via  #trans #healthcare #Veterans,"Fri, 08 Feb 2013 01:59:26 +0000",djames0917,277151596,0,299698922966884353,
,"North Dakota Senate approves ‘fetal personhood’ amendment | The Raw Story http://t.co/9xUYNiDR
Guarantee healthcare, education for 'em?","Fri, 08 Feb 2013 01:59:09 +0000",ParisofChicago,890099106,0,299698853047853057,
,@Brendan_Buck WTF healthcare isn't waiverable!!! You can't waive getting sick!!!,"Fri, 08 Feb 2013 01:58:58 +0000",domiknockers,69484415,143798379,299698807686447105,Brendan_Buck
MIRACLE::FREE::healthcare::Wellness,Make Some $ Selling a product!  Make Sums of $ Selling a #MIRACLE!  #FREE information here: https://t.co/kSJBk1Mp #healthcare #Wellness,"Fri, 08 Feb 2013 01:58:51 +0000",Fingersflying,50836292,0,299698776828956672,
bigpharma::healthcare,RT @LifeExtension: Will health care corruption fuel our country's economic collapse? http://t.co/qXmFA3Hs #bigpharma #healthcare,"Fri, 08 Feb 2013 01:58:47 +0000",whole_isticway,256702101,0,299698760538288128,
healthcare::socent::CSR,"The Need to Scale: Social Enterprises and Community Health: #healthcare #socent #CSR
http://t.co/NGzQjWtt","Fri, 08 Feb 2013 01:58:43 +0000",ReachScale,127881681,0,299698742486003712,
,RT @Jennyjinx: I didn't realize they write our laws..hmm RT @Reuters Catholic bishops reject Obama offer on contraceptive coverage http://t.co/XB4G0BVL,"Fri, 08 Feb 2013 01:58:42 +0000",Stewie0,44457186,0,299698741953314816,
,[Vemma:http://t.co/vs4bDpOI] Consult a healthcare professional when buying vitamins - Mayo Advertiser: Consult a ... http://t.co/tDaip0pr,"Fri, 08 Feb 2013 01:58:38 +0000",VemmaDoc,891025968,0,299698725268377600,
obamacare,#obamacare will make everything more expensive not just healthcare.,"Fri, 08 Feb 2013 01:58:06 +0000",Wayne952,300501675,0,299698591109353472,
,Only in pokemon do they have free healthcare and 350 dollar lemonades.,"Fri, 08 Feb 2013 01:58:02 +0000",ChipperChespin,1087271898,0,299698573551996928,
northsidehospital,Healthcare Job: Patient Account Specialist Galen Advisors: Professional Accounting/Staff at N... http://t.co/fsS2iAFS #northsidehospital,"Fri, 08 Feb 2013 01:57:56 +0000",Hospital_Jobs,61612407,0,299698547618611203,
northsidehospital,Healthcare Job: Patient Account Specialist Galen Advisors: Professional Accounting/Staff at N... http://t.co/ZGxazzCo #northsidehospital,"Fri, 08 Feb 2013 01:57:56 +0000",healthcarejob__,213391139,0,299698545823457280,
,@danmericaCNN I find it ironic that a bunch of men who have never had sex think they have a say in women's healthcare....,"Fri, 08 Feb 2013 01:57:53 +0000",BellaRimini,290368392,36890646,299698536658907136,danmericaCNN
,"RT @StevenSinger3: Liberals protest WAR.
Conservatives protest HEALTHCARE.
@RWwatchMA http://t.co/8xzB9g97","Fri, 08 Feb 2013 01:57:40 +0000",cberrl,72454254,0,299698482128760832,
,Why is the Post Office in trouble? Because Congress mandated that it prefund it's healthcare benefits for the... http://t.co/e2yIua1Z,"Fri, 08 Feb 2013 01:57:36 +0000",rmgg5553,26868816,0,299698463246016512,
healthcare,1/3 of consumers using social media for #healthcare info http://t.co/4jQjWLl9,"Fri, 08 Feb 2013 01:57:30 +0000",sanjagauthier,541395442,0,299698437748826112,
WorldGhana::news,"#WorldGhana Water, power rationing affecting healthcare delivery http://t.co/C0bkF0TO #news","Fri, 08 Feb 2013 01:57:24 +0000",WorldGhana,610747134,0,299698413639962625,
WorldGhana,"Water, power rationing affecting healthcare delivery: The ongoing water and… http://t.co/nIRKoHSJ #WorldGhana","Fri, 08 Feb 2013 01:57:20 +0000",anangfio,59082046,0,299698397785505792,
,RT @LeMarquand: About that healthcare insurance... http://t.co/d2eNfoKd,"Fri, 08 Feb 2013 01:57:15 +0000",econprofessor1,1022481914,0,299698377577361408,
onpoli,RT @ACarterglobal: A little choice makes the world go round says @TimHudak calling for competition in the healthcare system.  #onpoli,"Fri, 08 Feb 2013 01:57:05 +0000",mpjgregoire,295549482,0,299698333641998336,
